ques,skill
11219,64
4800,96
4696,177
6258,90
9326,90
7535,69
875,69
3244,90
8940,151
11276,132
6309,182
6602,128
3210,139
2470,136
9874,151
8530,160
6122,170
11327,158
4286,167
1595,47
3134,151
8681,54
5724,136
6749,172
10856,136
80,90
10614,136
2260,136
1152,136
8867,46
949,78
3996,69
5523,16
958,148
11279,110
5414,154
2501,132
5441,137
2154,75
1906,79
1982,136
4716,18
9003,90
2096,64
981,145
3387,2
10512,179
4455,79
3970,31
3255,11
2499,42
9373,46
10437,136
9548,20
3561,53
7501,25
2816,6
3187,143
3163,39
6347,26
2741,69
8336,152
2342,16
5725,144
6893,11
2004,90
3280,136
9979,132
11119,145
10478,11
9603,2
6470,6
6544,132
9485,90
7816,145
9978,71
3087,69
319,11
3949,101
6630,90
4897,159
10467,69
9963,71
5547,69
9393,54
11633,109
6516,132
8904,69
7959,69
3251,147
1276,10
7032,90
1209,71
9088,11
2771,118
6363,136
42,160
10894,151
1902,12
516,95
9130,79
8641,10
11328,40
3207,136
3306,69
10929,179
6921,136
3188,161
3211,90
4805,90
2441,18
724,111
1293,69
10365,11
9453,6
126,16
5341,90
8655,172
6186,136
2014,160
884,11
5117,43
6437,25
8673,69
1559,76
8262,145
4736,187
1335,29
4466,46
3575,84
10182,150
9066,182
10863,176
87,82
7134,148
11725,134
9494,103
4347,127
6345,101
7147,168
5490,90
872,30
6425,46
6759,31
9726,95
9108,132
3764,145
2074,12
740,29
5614,139
10951,96
11539,156
5173,136
449,29
2714,79
2700,46
5661,20
1128,156
1882,45
796,172
3880,59
1137,82
8248,82
9924,82
8898,148
2385,110
1113,10
10545,69
8955,90
2048,90
5777,170
11310,132
5214,11
6456,110
9049,2
10151,11
4785,177
8998,69
5449,154
7269,69
3456,111
6847,179
3405,132
5294,18
5497,134
9235,90
7481,77
3287,160
10502,151
5720,170
8280,31
6927,152
11622,103
9979,110
10891,69
10704,110
9358,182
8959,71
4580,79
6578,69
11236,132
5562,31
10710,39
8707,145
1234,116
5785,61
11574,151
10292,131
9636,18
6554,29
9147,39
7893,69
6121,6
8082,148
4518,126
5922,64
2806,136
6179,134
4347,136
7855,110
9669,136
7403,103
4764,145
3322,90
2667,99
4568,122
8255,145
10208,69
5485,74
7649,148
9094,46
288,185
11709,90
11718,136
3364,136
11510,110
236,69
3576,46
4877,82
8486,24
6439,29
2676,151
74,11
6358,151
6570,111
3690,148
9453,172
6334,111
7558,148
6760,71
9254,182
10211,145
9685,26
6997,151
9567,90
9281,101
5559,79
9267,182
4533,145
6464,162
10587,150
860,69
9698,6
2062,71
1060,78
3337,11
9280,170
873,103
4594,131
4105,148
10068,162
9683,132
2241,145
2914,184
10229,145
3232,29
11422,167
3896,116
6365,49
7029,90
1049,134
3123,165
9963,90
4521,134
5159,79
3051,31
10814,145
7878,48
9473,2
9014,162
4416,154
2363,110
11279,158
4261,46
2653,1
6011,170
6245,143
7601,53
5206,136
2595,152
8909,154
2055,18
1673,6
10346,145
9957,46
6234,69
3,105
6543,103
923,136
6386,136
932,170
5905,69
5342,148
4073,145
2053,160
6052,131
11029,53
2788,82
9024,167
301,167
9162,29
11720,35
3239,90
5255,186
2727,134
471,136
7257,136
1305,125
3789,153
3323,11
684,29
10895,144
1629,69
9508,29
3613,28
4310,90
4176,154
9625,136
5912,31
11445,83
3218,151
4441,10
3351,6
938,69
8024,145
11326,40
1191,114
38,34
5712,90
2700,11
6933,11
7726,160
10452,69
9844,16
4492,154
10546,145
9553,90
611,90
6311,30
4668,97
1763,167
2135,42
144,29
8664,69
429,69
9767,39
5132,69
1782,18
1316,10
2484,183
3941,31
4103,154
1899,99
2133,136
2797,145
11649,69
5216,28
3495,161
508,151
2351,39
4277,69
3266,90
9465,11
1254,39
869,11
1314,136
4816,136
802,84
2431,90
9755,16
9974,132
10034,105
4684,151
9289,166
232,111
3996,31
6797,172
6539,132
536,167
4423,82
2672,129
7366,2
11653,90
6672,26
2711,90
7018,148
9251,79
4171,10
2600,77
10675,156
2201,134
10603,142
378,170
10536,69
9958,69
631,69
6477,163
9003,20
3454,133
3401,31
6663,11
11206,81
2248,69
118,90
819,101
6101,62
4577,147
5356,11
279,167
4648,90
710,137
5726,103
6019,5
9538,71
11536,81
6149,69
5331,10
4856,106
918,151
7096,157
9433,69
927,79
11085,134
11659,123
4523,11
5572,6
9718,145
3408,181
8530,77
798,101
3460,2
717,107
5713,179
11207,187
5666,90
2306,29
10204,131
854,46
2121,10
3170,23
3368,46
6886,18
9691,30
5812,69
7706,12
7540,90
8137,136
8814,82
5447,179
9448,136
3491,6
852,136
8207,145
5896,150
1958,85
10696,20
6651,11
9758,69
4383,62
8893,148
4832,145
3150,90
3888,79
2417,90
2825,179
4040,154
8616,79
7429,136
10022,168
3719,90
2963,29
6555,111
6428,151
462,111
7700,132
7315,94
4254,90
5273,18
6849,48
4874,79
3432,136
6987,142
1201,23
11682,79
1814,35
10515,82
1747,124
3286,86
6716,166
741,8
6241,2
1746,79
2810,105
1951,172
4295,79
9631,18
7568,29
8077,148
7369,71
6776,69
3938,52
914,6
4342,136
6785,39
8382,152
3013,136
10721,112
9168,29
9857,69
3886,46
11765,134
10826,132
3943,152
1578,29
1924,33
6104,53
4967,67
5730,179
6898,44
11556,69
3656,136
9463,90
5455,79
7453,69
3054,11
1118,12
3079,142
8612,168
3595,116
9861,90
1943,90
2366,152
3846,71
2375,90
9637,11
3945,136
2679,136
5576,10
243,88
8507,176
10454,135
11729,59
3043,69
2261,128
7695,20
323,33
2692,78
2911,90
2625,101
11198,145
4823,53
10605,11
3157,143
9649,160
7542,90
640,11
4873,11
7551,152
5115,104
9042,11
4778,136
11344,75
10627,151
4252,119
1054,29
4238,6
3307,90
10432,11
887,26
2154,26
3330,143
7028,136
9284,72
10227,56
11457,168
6557,151
10417,187
7064,117
11671,69
3022,69
5983,69
1720,4
1042,16
3630,79
11352,160
9273,132
3406,30
2712,6
663,105
6509,49
898,90
2077,29
8442,182
4268,69
7481,160
918,136
8859,69
5877,6
3974,101
3662,152
4281,167
8464,90
5212,90
11550,132
3604,17
5016,93
9215,132
2679,29
11503,29
5225,82
2568,16
9053,90
111,90
10269,135
11687,123
10866,69
11175,167
11027,148
10605,128
4484,64
2668,71
11506,132
11596,6
3237,61
8320,20
3435,124
9620,136
7506,160
9165,166
6970,148
5788,10
3728,0
6743,30
1928,109
9387,75
4600,92
724,30
11242,44
4316,104
1478,131
7326,11
5526,116
5422,69
5074,79
723,79
9111,30
3126,151
9311,111
381,64
8963,31
4055,46
9931,82
8939,29
9732,16
2274,66
4163,176
9204,143
9418,69
3802,29
4333,145
2725,90
6190,46
7124,168
8426,154
5234,151
1817,179
11553,136
8186,145
9935,111
9882,25
2491,26
4811,136
449,78
9750,16
9953,132
3392,6
7625,48
6984,136
3085,29
2548,72
6880,105
649,69
5661,69
11072,148
9037,46
5822,168
6681,25
1674,160
9435,20
3515,46
7070,116
6249,136
6339,10
6001,148
691,13
5650,11
3302,69
1251,69
3657,90
6177,84
1119,90
6580,6
7154,159
9235,11
3278,29
814,39
9767,25
4761,154
1833,29
415,56
6708,169
10250,150
11299,145
9082,79
2232,129
8507,151
5179,90
1633,154
8963,136
5236,136
5644,151
8587,172
6142,172
11112,134
707,123
232,25
1149,11
7825,152
5608,92
9973,11
10885,150
3783,136
9203,75
3294,111
3160,79
422,84
11629,18
1560,69
1959,71
11282,95
6481,111
5209,11
8689,61
11406,132
6245,111
23,7
175,184
4445,82
9458,2
516,132
2475,54
7653,90
714,29
7535,90
2495,136
1041,124
9685,75
358,79
5506,168
6978,151
9737,75
4657,150
3102,69
9979,40
9594,6
10469,151
9195,81
894,79
864,46
8503,182
3129,90
11047,145
769,29
11312,110
2345,19
3009,84
7523,79
9717,30
7769,148
157,185
8995,164
10210,145
10444,136
4233,90
5946,46
6526,143
5969,135
10372,76
2373,136
6606,150
6553,10
1652,186
9213,81
10457,92
3726,69
204,90
3147,150
7470,6
9821,43
10086,145
6236,6
11505,40
3331,108
9085,136
881,11
11258,136
10166,136
1812,136
431,115
1265,126
4502,69
11105,132
4596,151
1612,51
420,85
3785,37
10845,124
9177,30
3305,136
1344,152
2512,29
7411,132
7153,148
10154,151
9628,18
6276,102
9176,81
642,84
8712,147
3126,136
6718,30
11565,150
7324,170
9894,63
2798,152
6413,29
3685,105
10552,168
8247,145
11520,71
2981,11
252,29
238,88
6388,136
4579,69
3697,6
2045,8
5969,124
8515,116
3925,30
3602,19
2094,78
5452,29
6606,29
2103,132
2050,48
2359,62
6193,136
331,69
2700,90
11210,11
7550,46
293,18
3236,90
2466,2
5109,145
10370,69
6177,79
278,136
5915,136
400,6
2822,137
7525,71
5845,168
2584,46
3153,168
4558,69
1943,44
6380,150
4979,102
3290,101
9975,132
2976,84
4618,82
6540,132
5819,126
2553,121
10676,156
640,69
2843,2
7751,53
9309,29
8553,20
10463,69
2478,154
7066,145
9018,25
9336,20
5024,65
10338,145
9041,136
9004,20
2980,79
3284,29
7872,16
2103,25
8463,103
6430,69
1294,182
9378,90
7264,46
2662,10
11560,136
175,167
3282,127
2604,151
117,116
728,7
9524,69
619,175
11674,178
11252,90
3025,136
8014,145
7728,10
35,159
3234,79
4547,176
7467,79
3628,131
6812,152
837,30
1563,84
5003,69
11622,6
1434,96
7628,90
4221,42
5904,79
10734,110
6650,144
6109,154
3182,75
5735,64
1562,151
5705,53
6555,143
128,184
6285,26
9277,95
4662,151
11507,145
1462,79
9313,132
5946,11
3238,90
3104,90
7390,32
1567,73
1092,111
2350,18
1998,79
2548,143
6654,135
2407,116
3223,176
750,30
5020,106
8320,46
4261,90
3612,128
1252,75
3402,132
5367,11
11329,110
9121,30
435,136
1133,90
340,11
3387,6
9012,160
4303,134
1322,187
990,69
923,28
6372,103
1190,114
11348,3
3538,136
9534,71
1482,7
2357,182
3334,79
3908,96
6347,30
2778,87
11346,145
2018,151
10887,69
286,155
7010,148
5980,77
5862,105
5758,46
6285,143
9602,69
1912,74
7465,90
2863,22
9009,71
1116,170
1780,65
9214,136
1102,109
6678,136
507,29
6800,6
5927,154
3588,111
10020,145
2430,90
7645,148
11254,90
6681,39
6605,71
5522,170
7506,77
10693,75
4355,151
1194,51
4659,69
2092,101
1754,11
3752,29
3842,131
4047,78
7549,90
2523,99
3966,154
10256,136
10973,53
2215,79
3248,74
11641,132
1146,29
5787,6
9737,132
9898,145
7671,111
3281,176
10853,131
3968,0
6845,136
4328,136
9590,71
6531,81
2579,148
1254,75
9873,128
5724,46
2961,69
9593,172
7290,69
8924,90
8067,145
2002,171
2025,90
6773,26
4627,131
9578,90
6549,81
569,151
4825,62
11534,101
4797,160
1470,94
2610,168
2000,69
2400,148
10779,53
2884,174
4683,150
9023,90
8571,11
9274,132
5651,151
6231,6
9354,143
3049,11
5014,124
3514,54
3832,37
1702,176
6280,143
6840,71
6418,101
10668,167
7453,11
11417,96
9951,136
3300,136
2811,77
1002,154
6262,6
9964,148
3546,187
6845,29
9452,64
3105,136
6697,30
812,30
4662,136
6660,150
6720,169
6835,136
6577,136
7536,11
6436,69
9488,29
3593,28
6673,182
7390,69
9716,147
6696,81
9266,158
5604,103
8445,29
10443,11
11734,79
1239,84
9028,12
1746,136
1105,16
9203,30
5884,29
7061,10
136,18
2083,71
3132,90
3655,142
6728,30
11766,152
6439,25
8391,145
1469,4
4600,11
2058,124
11182,168
1095,78
6043,90
10423,92
9126,95
9444,46
8061,24
11262,69
9363,64
4919,10
3177,29
9044,146
11042,152
7255,167
7993,10
1630,29
1577,151
6798,79
8649,31
6579,151
5344,29
11170,167
11497,72
9462,90
1528,90
1230,169
6074,82
3032,136
997,10
10862,69
11270,92
2559,69
185,26
9954,132
6270,154
10875,187
10453,1
9488,136
2175,26
8943,151
3952,29
4935,120
9436,20
9473,6
7375,90
3294,143
8866,105
4247,11
3559,89
6383,29
544,10
5745,79
3397,31
4516,79
2019,136
7867,16
3424,2
8998,167
3993,90
127,34
2775,82
3130,79
7363,79
10474,136
8921,11
9504,6
2560,16
2959,136
10644,17
790,62
5763,69
8017,79
11626,31
4912,87
11494,30
8788,179
8060,90
6370,69
3813,61
4609,90
44,90
1743,171
2036,167
8635,105
6717,26
9133,170
7367,64
11601,6
940,179
4280,29
9625,140
6863,135
4812,11
9032,48
2397,16
8610,122
6526,111
5766,29
8967,90
4205,174
4295,44
9578,103
2558,29
8886,46
8158,145
797,154
5129,57
5793,2
8339,134
1336,67
2000,90
2197,11
11722,136
3607,128
6632,90
539,154
6244,79
6207,69
10441,131
2546,16
9102,93
6965,90
6220,39
5601,46
8864,82
8698,168
10426,11
10088,145
8168,154
10691,101
837,68
1155,99
6671,25
8826,31
1904,160
3992,24
1145,60
6239,136
6518,81
4619,124
1767,164
4543,44
7230,10
5615,136
10680,95
2720,79
6194,29
5268,69
2611,151
1572,180
1277,154
7005,148
6170,69
5975,79
3288,160
2458,121
8454,132
2354,182
2762,11
2340,101
2070,90
2011,11
9470,69
7564,29
2302,34
4265,86
4544,11
3948,177
6705,132
8302,31
8249,145
3431,90
11349,26
7657,170
9178,30
3193,161
259,17
3548,69
4759,69
46,154
620,11
9444,11
7487,136
6281,72
5023,118
582,90
10151,151
8599,118
139,131
3442,132
5368,154
8555,90
3301,79
2976,136
5648,90
11601,172
10434,135
1936,102
3129,144
8844,148
5933,136
1513,79
5349,82
4323,136
4579,18
11553,28
1300,90
848,105
9038,51
426,19
3422,75
6947,176
9902,99
1034,29
5908,143
1954,90
11153,136
5917,71
8424,152
7811,0
9037,90
3112,136
6011,133
3199,29
10099,145
3782,20
297,177
10879,131
9236,110
9455,90
377,108
10461,151
10356,145
6159,79
2042,136
10577,53
7044,150
4852,79
3078,90
1691,29
10392,126
11441,69
432,2
8046,6
256,111
2881,154
6256,136
10582,19
1106,136
8540,71
11165,16
10316,90
11365,81
9390,6
9720,132
1096,29
6241,6
11630,79
674,111
3299,90
1988,28
4798,87
7727,82
6549,39
7160,10
6392,116
5173,90
3655,79
11444,53
6079,154
7807,145
8279,46
8662,146
2000,127
7938,105
28,148
782,53
5879,31
2452,11
8946,154
10598,173
7715,71
970,31
5484,148
3073,11
3278,124
9055,179
1900,51
837,111
8921,187
9712,154
9993,69
8522,86
9852,166
3072,124
11518,6
11592,132
7805,167
945,6
10402,92
7058,90
3030,103
6940,90
11635,151
9314,132
2308,29
3357,6
508,136
9793,82
2298,16
5734,90
5681,46
8497,79
3319,69
11530,11
470,167
10757,154
5339,31
3821,148
1860,148
1756,69
10239,11
6026,69
3613,136
7498,16
10302,136
7343,136
976,6
4646,135
8880,69
3190,111
11364,145
5176,142
8785,184
136,92
1185,71
2353,90
85,167
2249,153
327,46
6528,121
6629,79
8980,134
3364,126
7530,69
2591,79
5541,109
5384,168
7624,145
2888,109
6187,11
3282,69
8395,29
1625,141
1473,136
8766,124
207,168
6348,30
9723,75
2290,10
6230,30
10554,82
8017,136
2209,16
3567,21
10422,69
2451,79
1142,71
1525,69
3140,89
7048,154
4639,82
2593,123
2134,69
4429,82
514,25
10469,136
9432,35
3627,148
7671,143
8265,6
1177,105
6727,132
6379,26
3488,69
11611,136
309,79
8891,20
11516,11
5676,90
8863,90
2454,11
6938,79
3422,108
4299,71
6502,6
6947,151
9517,90
3071,151
9399,90
6762,154
9996,136
6326,99
1983,49
1289,29
4346,136
8386,152
7388,152
5427,136
10243,69
11504,30
1369,152
3330,30
458,33
815,111
3016,79
2257,29
9890,75
1995,90
6409,49
6743,26
9866,179
1678,12
1085,144
11280,75
3415,101
338,79
5682,69
2580,148
6428,136
9429,11
8023,152
9560,69
1296,183
2925,59
4519,69
1268,147
5420,79
10078,154
5687,11
2246,152
2502,54
9736,166
2142,89
7090,117
9660,134
1011,136
9683,95
1456,11
5585,170
2515,182
2738,162
3047,172
11525,110
1671,69
2491,30
9868,16
66,90
11248,11
15,151
2677,0
1765,11
4859,152
11448,132
4612,90
303,136
2453,71
1128,111
7345,6
678,95
3725,90
4482,69
11048,16
11101,132
6091,10
10635,136
1355,22
10683,132
3528,6
762,134
11229,145
9383,46
3500,84
6647,69
5797,69
7691,2
10236,92
7045,105
2309,109
2883,136
2650,133
5678,154
8471,110
11384,11
9847,152
6613,152
827,29
6698,30
3067,84
7671,81
3945,151
7627,151
6122,2
2365,40
6027,29
3370,79
4837,79
9276,148
846,180
5842,20
10400,151
1823,79
3717,116
5643,90
3161,28
6345,39
460,53
4603,151
11192,145
4997,177
11201,69
11572,124
3345,54
8880,90
1944,10
1879,74
3773,31
2913,69
11096,75
2562,90
4693,53
7703,170
8747,168
9284,81
7544,79
6956,69
2557,23
6557,142
10740,145
9758,136
2043,16
3273,144
4648,136
6006,135
2263,90
4576,18
6537,156
3120,156
4677,148
6894,90
1071,71
2799,90
3818,94
8592,154
11565,29
662,11
2390,148
1330,176
357,154
3927,39
1272,159
1553,136
9418,167
7689,29
6190,136
9475,69
1965,44
2065,33
7485,132
7575,6
3238,69
3593,90
5828,74
11525,132
9474,6
10605,151
403,90
10305,123
6040,90
10487,151
10524,131
204,86
1917,38
4831,136
11330,30
1822,11
321,71
284,77
166,105
1556,34
3095,136
4355,11
145,162
7844,96
2419,6
2790,11
5507,148
2338,32
5262,142
5218,90
9505,2
3548,18
7421,29
141,152
6969,44
9373,11
6992,123
7681,39
11214,183
9073,145
9400,6
6954,90
9305,143
2172,154
1269,79
9362,81
10848,145
4999,69
9281,39
2275,16
9205,71
5273,92
9509,31
5374,148
9391,31
1791,44
2099,143
4253,69
9536,2
2046,69
1045,18
2559,31
5633,31
7903,1
3271,90
8691,61
10396,11
2118,10
5628,84
8981,10
703,3
783,8
3099,11
6525,111
3341,74
5518,71
833,136
3050,46
8933,116
11339,65
3458,89
3407,110
4473,10
9168,75
3501,38
11200,144
11580,179
6033,168
2200,29
11181,152
2760,117
7839,16
2465,79
10484,69
8827,29
4094,168
9638,44
3268,139
10402,18
7480,154
8798,168
9409,69
3475,160
8816,71
5668,0
2037,46
3608,6
337,46
1794,90
8460,143
2985,142
6703,29
7646,71
2705,136
3295,39
11529,136
9005,71
9309,25
9295,90
7209,154
6388,31
7564,172
8677,103
9659,167
6126,90
2648,140
5671,90
8690,69
10637,134
10404,151
11349,75
10286,151
7507,168
2861,90
5755,11
2743,90
805,87
9991,136
5983,11
11205,101
9511,103
4749,145
8381,152
9144,158
6523,90
11566,17
8874,11
11727,6
2474,154
3912,75
6162,46
3130,136
9396,170
7704,86
6860,168
6602,136
267,69
11564,135
6855,103
1643,151
1168,79
7152,69
4243,154
5829,152
8412,148
5174,71
10719,152
1183,30
11064,110
1210,11
1196,42
2991,154
8176,105
9939,154
4437,35
9692,26
9088,136
1006,136
3783,20
132,167
11187,6
602,29
2305,177
7550,136
6068,90
952,179
10589,145
11548,132
11186,69
10080,145
7355,136
61,90
8311,153
2543,84
10357,151
9187,158
1972,29
2462,170
9046,71
2176,95
8085,71
3349,59
3231,187
832,69
9723,30
5754,71
4373,18
9335,101
6599,90
3770,154
9628,11
10503,154
7235,10
8438,81
582,160
9139,110
7373,168
102,69
9311,29
3082,11
4291,151
2517,30
9034,90
8393,82
9020,25
3019,69
11142,160
3897,96
11416,1
7371,6
6693,30
1456,69
3032,103
8901,44
674,30
9366,25
10571,10
242,143
5969,11
10349,145
237,136
4470,134
3807,97
9199,30
5613,69
2748,167
9634,18
8919,28
217,134
6420,40
853,17
1849,136
9027,167
8851,2
7401,71
11637,90
363,11
7350,24
946,6
9159,81
7036,109
11438,20
4586,136
3093,90
6196,11
3328,69
11488,132
5800,46
7221,168
4453,90
4704,136
10327,56
9694,26
1653,10
6399,64
10055,148
447,29
417,90
1069,90
6493,12
2631,37
10842,69
926,69
1975,90
6426,71
4836,66
9123,26
9441,11
1523,11
5700,82
2658,116
1746,17
3526,79
10381,11
6350,107
6705,40
2818,6
6562,75
6481,25
7184,154
3924,69
9496,11
9127,23
6400,1
6771,136
7331,42
3377,31
1416,105
5812,142
7003,90
11232,145
1820,176
538,160
1587,167
8343,168
9989,53
5905,151
6367,6
7386,90
1563,79
4643,53
1805,6
1980,44
1505,116
10321,82
1198,81
9100,154
1832,11
6903,150
5246,124
6195,79
10234,11
3940,75
7034,82
7799,145
812,26
6902,69
641,134
2270,16
5653,6
10709,110
10152,56
10695,79
5533,136
1475,136
9289,75
2035,64
10339,78
9399,11
7527,54
5243,131
2524,88
4807,90
1953,151
1148,29
9744,159
11666,69
2761,99
11244,89
8335,134
5641,19
1521,6
5371,148
5408,154
5343,90
1389,7
2039,77
9535,31
7216,134
6476,143
3596,90
3815,38
9424,136
10118,10
1160,10
4558,136
10612,151
11147,132
6334,23
10284,145
22,29
4548,117
1735,11
6917,28
11266,69
1961,90
6799,24
2181,16
3560,151
8917,136
1022,31
7956,134
7225,116
7661,136
8451,132
8679,90
5586,178
11271,11
7851,134
5083,84
8309,154
10676,95
3408,136
7371,29
7334,99
6935,44
9219,110
6446,75
9090,134
185,30
7836,16
902,11
10689,77
6669,81
3393,6
2045,90
5784,69
8985,134
11255,136
4977,53
6991,11
7346,6
2818,172
9849,136
365,144
3216,182
6222,110
10636,144
5243,28
10684,132
9449,20
2888,150
3607,11
6701,132
7810,42
3397,27
387,16
2033,79
4142,5
3772,168
3514,136
6979,28
5670,108
7140,105
6651,44
6713,25
6969,135
6291,111
6699,26
11650,25
3960,150
8944,152
4468,145
9149,39
4795,56
1687,136
391,29
1064,79
3078,69
499,90
2190,109
6333,75
2086,2
7405,103
3324,90
404,79
10933,179
6027,170
897,90
4348,35
6807,148
4756,10
8531,172
10296,151
6003,136
5899,69
91,179
11259,11
11026,168
1045,109
9565,69
1656,84
11293,102
5211,90
2178,96
76,11
392,90
11737,6
6320,111
739,187
2993,15
8862,90
1896,31
9482,79
10636,11
5755,69
3658,69
9131,132
1616,29
10189,69
7107,62
8547,90
11543,132
587,170
1622,118
4843,5
3168,39
2799,11
5774,154
3433,69
690,0
1407,157
8903,79
2508,39
7149,90
3453,139
5914,136
4302,116
6708,111
55,7
8930,90
7690,31
2161,30
2299,136
11545,156
9466,90
9874,69
9233,75
9717,75
2365,110
7257,29
10548,90
2166,122
6332,143
2378,90
532,69
9974,156
11421,132
811,134
684,136
11144,95
1239,79
11667,109
3848,6
7426,167
2563,75
7460,90
3773,69
5992,79
8642,154
341,46
11689,135
4892,145
9227,95
1256,75
10688,152
8167,82
10418,17
4449,134
4375,122
2790,90
10669,160
4612,135
11614,90
9178,26
5209,69
7576,132
3174,143
9680,71
2058,69
3326,90
4240,69
943,148
7863,136
1985,69
6719,30
3187,161
3120,166
11693,140
11589,75
6661,145
8438,111
4534,69
4481,79
10288,56
3456,23
10040,116
2660,69
11588,132
8333,179
3536,84
8741,54
6427,69
2180,116
3229,111
11636,136
4581,136
334,81
4629,90
9209,30
8261,145
3671,119
11483,132
10186,151
1871,90
77,162
6935,11
1979,77
9180,143
879,29
5557,144
8783,82
7414,33
3370,136
5628,11
2045,181
1722,136
3554,108
3925,75
2862,151
9702,110
10057,77
6049,90
1267,154
2525,159
1968,151
4626,135
3530,84
5850,102
5813,18
11609,11
496,53
867,6
6406,69
2710,148
11186,46
10826,25
2931,172
9383,90
8537,31
10551,17
3504,18
11242,11
3268,90
871,11
2484,81
10388,144
7814,82
6239,46
3267,19
9429,44
6792,90
5806,61
10952,154
3594,136
6085,10
11655,90
2953,168
8541,20
5711,64
3384,132
9650,154
3584,29
2844,6
7328,90
712,44
5994,71
4532,70
3512,151
7104,105
5514,54
3191,39
8049,145
3484,69
3417,30
2739,6
7896,171
3891,179
3683,53
7697,95
2031,11
8605,172
4015,82
5556,82
5770,136
3113,160
1461,90
9925,179
8899,105
6704,169
3098,54
5974,154
10721,136
5637,90
226,25
5531,35
41,148
7729,10
9967,31
10464,69
8874,90
5544,69
144,42
1857,90
6000,126
11623,6
2018,79
9604,159
1967,122
11740,145
1065,136
486,154
548,97
1597,122
11437,96
3874,61
3542,151
4079,116
2322,90
310,7
1433,142
8811,134
1534,38
6393,144
10857,136
10615,136
1183,111
8025,154
7951,134
3651,179
3342,136
3185,101
9545,31
8445,111
8392,69
2624,162
7380,24
6587,143
1755,136
1665,160
2600,90
10490,150
3270,90
7180,53
2781,167
3136,90
2433,119
3890,79
5779,71
739,11
1147,134
5751,131
11243,90
3320,150
9549,20
10408,187
5518,136
296,164
11429,10
6409,136
330,79
11256,142
4293,90
6662,109
4013,53
7863,167
10423,18
10679,132
477,29
424,151
6348,26
6438,156
3443,110
8337,152
9434,185
3615,39
372,11
10583,78
3082,90
10797,148
2464,53
9689,158
3870,2
10264,69
7372,6
7665,20
6694,30
793,90
4629,69
6295,161
7623,151
6161,69
6380,79
9328,72
10862,151
6379,30
494,94
6131,90
10125,36
6517,132
11212,81
3100,46
5231,69
2175,72
9845,96
6763,69
3872,46
493,111
4751,10
241,111
2007,69
5200,69
11153,167
7032,17
199,178
8714,148
6296,182
2335,62
4413,177
2020,167
2969,144
7047,82
1517,91
11329,40
9294,90
8591,71
6235,40
10840,11
705,75
8895,53
3549,134
4516,61
910,170
11439,20
7283,148
6287,143
4937,154
2206,90
4819,154
2072,90
6992,90
3093,11
6533,156
11124,16
1692,69
3305,109
9126,132
10379,69
1970,69
8127,69
3509,29
8195,145
2473,22
1586,4
7381,69
5235,124
9930,145
3062,18
8021,6
4921,117
6060,10
674,68
1912,136
3218,69
6962,134
555,105
9038,167
