ques,skill
44346,64
40633,89
452,187
35275,32
22509,81
22690,22
334,131
14559,190
675,197
11882,5
32355,195
7300,115
7134,41
13651,15
25326,47
9277,216
21650,200
29886,76
3640,165
36110,45
8806,227
41938,71
9788,187
44496,25
39109,29
41112,158
5676,15
9926,73
26293,15
44085,25
12312,187
18331,77
14605,70
42963,24
43838,139
36773,181
31276,48
41374,141
39786,194
18042,21
22816,155
9517,141
1954,136
5200,254
26782,9
18217,247
9051,7
34087,62
45189,25
34239,195
15074,187
29570,49
41320,78
6048,187
39377,8
35886,208
1623,221
25053,191
36446,8
8642,67
4726,8
29267,22
30857,177
4341,38
1754,15
30671,251
10471,78
28824,177
45960,22
16892,247
14080,141
19911,112
19973,245
14950,187
2656,131
10906,114
14461,70
32080,165
22725,15
7725,221
26125,125
32612,195
40216,183
31881,165
2300,89
6623,63
16669,155
31505,73
5284,8
3766,187
18045,73
13073,192
21547,99
21162,15
38796,191
37362,262
14094,47
3466,247
19065,21
18733,21
21798,176
26032,114
12694,187
35119,198
19454,48
27713,64
10102,191
28400,262
26607,195
41029,71
5886,8
17568,255
4975,147
12289,61
35973,93
38653,208
25970,23
19079,21
4366,260
8183,139
16357,241
42536,245
7157,93
21844,10
12170,21
28078,21
26669,9
36039,93
584,259
19311,77
5942,187
43657,149
36518,21
5951,187
5499,232
33593,136
16351,245
37849,55
18216,247
8833,187
13527,136
33470,81
22641,182
18236,89
13160,89
26615,190
20585,251
11833,241
21544,258
38092,187
34884,165
47,245
31379,195
14537,255
9800,241
16536,193
23048,208
21359,48
24406,63
4071,15
14171,187
12354,210
24797,158
29770,167
19232,141
33692,264
32683,25
10575,176
9748,87
6590,78
1378,190
9448,73
43872,67
7629,236
12287,61
10544,10
1458,89
14484,22
9913,114
37582,260
19645,74
26229,29
36818,187
38612,100
39561,115
38868,206
21437,187
16729,61
15779,258
13675,241
33913,100
36591,195
21584,200
34245,109
41688,47
41185,11
2774,63
3823,48
8692,187
428,245
7899,257
20924,48
21392,258
12855,137
4884,7
11360,176
41599,25
1248,73
41622,64
31865,11
45057,25
25468,221
21271,139
15122,199
38107,208
14055,22
4968,78
36289,21
9626,187
6659,99
1092,8
44398,25
9252,81
13395,187
9508,187
36157,22
17890,236
1968,15
17302,70
39901,89
40883,149
34419,136
33626,53
25992,22
1370,136
6425,187
4503,236
30130,191
3801,232
45502,25
6434,187
6307,187
9592,234
34024,47
31551,7
10009,5
25698,213
9831,242
21923,245
18061,70
12690,114
13188,245
15059,141
21505,245
4716,47
3364,136
23708,48
40484,100
3553,209
30126,141
32819,123
17689,0
40749,8
923,63
10095,47
42890,209
18711,49
11219,48
20205,195
2277,76
42071,136
21197,187
38100,7
7552,63
38945,199
19545,8
32323,187
20172,99
25389,64
45093,201
28681,258
40526,100
7316,63
14697,136
8233,41
26380,70
6546,7
11137,7
2361,259
1910,31
33278,120
36999,8
37866,191
34297,48
8074,254
41816,81
6997,151
35091,187
35395,137
37296,160
35471,36
29830,76
35727,78
1026,187
24970,259
489,76
40352,221
7665,38
12870,136
14716,241
22329,254
10492,41
1558,197
29449,112
18528,208
661,5
39053,29
18010,109
22243,209
23448,10
12147,190
1871,55
37149,255
36664,133
19922,8
24779,76
1605,8
13537,216
15625,64
40239,55
45389,25
6247,45
6194,187
15544,112
35925,93
9389,187
4219,112
3289,77
6526,252
13569,197
43790,160
30473,100
16270,259
44631,25
30972,133
23049,245
44202,115
38159,8
5675,245
11282,191
35758,78
43609,21
17643,89
2481,78
38719,64
19182,125
18834,45
24026,174
29268,76
27660,187
4275,81
44231,141
43334,89
14675,195
37109,208
14134,203
31323,136
11818,63
36098,93
32727,165
41582,254
32162,255
4696,112
17510,245
39330,234
23997,193
40199,62
11490,15
26463,195
14223,176
2442,36
3862,22
4739,109
13245,234
32932,173
24328,8
25531,81
27937,70
31824,32
31070,100
20755,180
35884,227
30665,251
15323,187
39538,226
12021,136
38056,208
23598,136
3480,93
44684,187
35945,245
40434,187
43810,160
10809,260
21417,15
24413,63
19502,199
26846,136
25701,142
14231,47
14412,62
40073,177
40790,6
19933,89
26261,44
29189,193
41043,77
18870,21
18584,190
1178,245
15251,115
9873,167
8658,78
18466,190
276,232
32792,65
6493,47
6170,242
91,187
9697,76
7742,227
3062,76
43828,64
40115,89
12426,61
35854,55
23537,228
2132,112
32723,53
12146,192
10548,259
858,122
18660,45
28813,177
30600,29
5291,187
38743,141
1323,45
22731,11
34722,137
36399,191
11863,259
42824,209
19567,174
24245,109
17666,7
42706,45
9127,122
28929,47
24991,120
15083,187
39400,199
32167,22
994,78
25498,76
15092,187
27867,195
890,15
44966,206
12296,44
7093,247
33431,136
44871,199
46041,76
11942,195
22625,200
15453,15
22400,189
20509,208
15031,89
2149,73
31691,7
4815,99
5071,21
1193,22
7795,187
44153,25
35979,93
25275,112
1398,73
20337,236
45258,64
18016,195
39301,194
43996,25
5649,36
17617,8
24182,55
34112,53
43622,71
31586,21
41135,234
30623,187
12769,136
42244,76
13843,236
43753,133
11592,187
36614,147
21570,48
19259,180
10117,197
21902,115
11753,136
34445,47
22710,15
850,100
31177,201
32687,65
40572,8
33034,245
1177,245
11109,125
17599,255
36463,81
14738,55
11835,55
36719,187
39043,194
43957,53
916,254
41541,187
42590,190
8497,112
45172,241
18547,21
8702,187
28979,70
43511,241
3275,136
8568,187
11398,245
2341,174
3798,36
13580,165
16242,48
8001,7
16793,232
31161,136
37034,8
43192,190
6783,7
40360,76
958,194
39133,234
39924,139
10975,216
15729,173
17013,7
32287,193
23523,194
11839,40
11173,165
9122,41
24175,34
27028,63
5803,0
10205,259
786,245
33959,22
39397,23
9264,81
41937,147
32134,39
36503,241
2463,147
8033,82
28902,25
35525,187
17129,197
26352,174
36226,206
39781,194
40445,187
35407,187
17908,89
17585,74
37649,170
4976,232
3776,236
344,131
45562,141
14451,190
31459,206
11486,187
41315,78
33164,65
17969,61
17584,29
37982,8
7729,180
41310,183
42677,195
19019,180
32965,123
31857,112
4933,8
32771,206
174,165
45955,22
24738,62
5426,187
9791,112
1165,93
5308,187
19493,21
12599,187
12456,187
8977,78
20905,89
25549,119
9115,216
30328,177
15650,42
12081,21
17598,255
12660,89
43981,34
31396,8
41939,78
28055,15
44575,25
43487,190
243,190
11925,78
27499,7
24351,70
34230,109
1942,187
3172,165
9180,183
43235,190
34022,195
4632,247
27708,64
30892,61
16690,245
30261,71
39706,55
22826,48
42684,41
5570,180
30986,25
37309,182
3157,41
12122,190
2094,245
41132,234
22950,81
41833,115
11967,10
13531,187
4181,0
35880,245
28186,201
30610,242
42835,141
15549,47
34324,109
13574,36
23585,216
33146,206
3354,193
11528,55
21610,209
38836,120
21188,15
6397,63
22764,25
32077,122
33821,53
28531,258
24382,70
19342,48
17662,21
4834,63
30514,120
18853,45
38731,64
7097,187
28911,174
20072,122
16783,187
4222,131
5218,8
12652,71
4388,241
2229,232
6817,165
23110,25
17580,62
24924,155
20983,193
33245,78
40269,115
36899,81
36596,59
44823,89
32494,49
35623,245
37164,187
37890,245
15034,22
26498,22
17593,174
25421,255
29271,109
6095,187
4248,241
15674,201
18511,234
25810,241
31326,11
20157,99
22993,48
28096,258
44019,190
14479,22
8859,187
12414,21
19306,49
28121,241
5222,31
8868,187
11645,195
5434,7
7803,136
29260,55
15645,122
9015,165
27200,21
38482,78
13418,187
14315,187
24416,63
20984,22
37239,123
40286,100
35949,21
19362,48
29796,167
45332,25
1045,64
10781,213
36147,206
40276,41
42973,56
14880,137
4964,191
28268,131
10000,112
8186,180
7545,36
11576,114
3646,131
6212,187
18858,21
23676,76
7014,112
22883,187
11619,5
27986,55
753,165
32967,131
19007,125
20675,163
40911,183
23512,216
23055,200
3539,99
42321,236
15420,192
2130,63
43452,141
21013,120
41064,89
38580,89
29874,44
25987,22
44097,25
8580,187
14721,47
39282,240
7402,187
28132,194
3141,29
35224,74
22317,226
26590,195
45046,76
8978,165
42981,179
18876,21
20825,142
31677,195
10151,125
5133,21
17152,226
15102,187
1716,131
31017,136
26733,165
34497,8
8746,187
45501,25
23232,258
36686,8
20646,142
18743,197
13956,82
10250,141
43612,245
33770,53
37924,191
12087,210
30817,21
22328,112
6578,187
18638,199
4861,0
33453,81
45823,187
38939,8
32421,65
30626,187
2146,209
28908,174
5296,8
16563,155
14368,44
9532,21
29749,169
20782,122
26180,76
2226,232
23453,155
21402,15
32609,195
3346,78
24840,245
45683,187
14397,0
38981,64
536,76
25386,160
6654,82
17479,180
38885,105
43814,7
1580,174
15473,42
33086,209
39047,234
28372,197
43871,67
6126,8
37964,245
33217,55
34637,25
15714,22
43220,70
16931,81
44700,153
4322,209
7392,187
41657,64
10447,114
35875,208
3970,78
10599,151
19825,100
17096,78
20688,48
42507,133
24857,236
45202,199
2512,141
4772,0
4938,232
28877,99
17314,255
23508,245
42776,209
8489,125
34521,109
28440,247
8793,47
18224,49
9353,141
33633,21
28421,241
31245,133
39642,136
45486,192
27035,136
33021,241
20602,65
37187,64
371,122
45642,141
36524,165
40448,177
12242,61
31359,25
32738,120
34482,53
42220,98
12475,187
15868,62
31942,8
37096,21
13888,209
28292,23
36712,187
6727,136
17949,197
18836,49
2607,209
19795,180
39536,71
19511,48
39100,240
2549,10
7252,136
42751,89
9986,197
37233,206
42209,98
3872,22
43504,241
40930,115
7413,187
8653,78
426,48
36551,81
10722,47
9798,241
5841,187
22712,139
25153,32
30700,251
455,76
22346,167
13973,28
4365,165
26966,260
2538,78
1614,192
20884,38
3264,100
39107,240
20487,139
40679,195
30164,191
10870,112
34864,187
10893,7
36065,93
9197,213
43266,49
21443,15
12528,195
3795,187
35253,136
36302,141
4213,254
37935,191
8613,245
17230,245
44817,89
14357,44
6884,193
23507,245
24083,232
19592,78
31796,208
42482,163
10578,5
21301,151
36529,89
36197,187
32042,195
29403,195
13686,247
43123,122
33025,174
18629,21
28350,197
4340,260
7129,41
22376,182
7790,249
25692,234
6907,236
27614,40
32677,141
45689,25
26215,254
17029,175
27547,241
32520,200
39651,71
3665,48
10224,216
21091,187
17294,61
24394,258
6089,187
34040,210
5971,187
30565,109
6906,31
13262,187
24921,155
16620,81
14154,65
26288,15
27661,147
26237,100
17911,141
14374,15
28817,177
1221,136
39265,226
8153,61
45531,192
38634,190
2564,73
22652,29
7765,136
8878,187
32902,195
37799,208
20492,195
38948,64
1054,187
3181,193
45878,25
22988,142
26093,78
14841,70
10852,187
12776,115
12379,190
11984,180
34885,187
13836,234
7494,176
12136,15
29306,114
11458,7
30445,11
38984,131
1846,209
35235,21
5742,161
30810,100
31822,21
24798,158
33285,53
34898,201
1403,194
43035,5
36830,7
38990,8
5509,232
11487,33
20231,195
25381,133
31649,25
44886,141
9482,141
11736,187
15639,29
29162,76
34647,136
6222,187
24915,15
44383,141
31835,11
39070,115
23532,23
11500,195
44643,25
36340,53
1911,136
4786,187
15638,78
37583,260
27064,245
33834,195
35500,99
21173,15
41609,78
9856,47
15946,70
8590,187
37905,245
36145,227
8599,187
27909,195
37478,260
2072,221
37644,238
18838,45
38218,199
11717,241
36723,187
20184,226
31595,251
5003,245
35185,89
40144,115
22022,15
35067,93
41206,227
44661,25
31795,146
1302,187
37961,8
40178,142
4329,9
24310,208
3092,199
22462,81
27852,241
7311,100
17332,165
28738,100
43971,34
33656,136
561,38
10079,78
16206,155
20459,23
6916,131
35598,78
42823,209
31353,136
30531,241
40022,193
23421,241
9428,67
24403,189
44696,187
23430,255
13965,187
19794,61
13988,236
36252,78
9649,187
5258,8
22802,155
43201,78
3147,29
7968,241
12288,44
393,112
29282,173
30601,189
40920,78
43106,197
19742,199
4623,15
1310,76
45952,22
9544,141
17255,0
18983,225
27157,187
40006,6
28903,4
9041,245
18939,197
20230,187
18015,195
7939,78
16071,77
39890,206
32191,21
40830,141
1797,137
28518,41
6875,187
34932,227
36985,81
10394,23
15676,42
3151,38
15913,81
42279,191
41329,251
18900,45
44362,63
2415,131
41234,78
17215,187
43792,160
16763,232
25218,155
2253,245
35816,131
39629,183
4511,232
32366,25
7809,187
39304,64
220,245
23332,151
7666,38
17892,236
29598,177
36258,89
44570,141
31819,71
2041,254
27457,25
25422,133
26185,21
22644,190
25378,55
31187,25
7282,105
34236,187
37060,255
37724,134
11133,208
13813,89
23416,190
9195,81
36942,255
22761,15
26755,77
18077,137
28505,197
44195,190
8040,148
15575,47
27808,258
19339,48
18346,77
21938,251
24629,258
31176,115
26070,189
7732,8
23359,195
2022,50
6217,187
42394,78
9836,187
44023,112
31311,148
41598,232
23771,48
19999,187
31546,7
38406,187
7669,76
42513,141
34263,7
34514,195
38477,78
9872,8
31310,71
27801,187
6762,187
21387,15
27683,187
26853,8
18905,49
2164,33
36075,93
5395,216
4355,7
45303,25
14462,187
18098,0
29827,76
2334,174
3330,63
22520,81
30710,251
31041,177
11808,7
14623,22
38,258
17173,100
22132,38
25755,241
44965,187
33806,195
38883,71
40203,89
44372,25
20367,25
42655,260
27759,64
27374,38
3278,187
15632,187
33003,65
38308,191
41534,121
21391,48
17859,187
302,81
8064,213
5261,67
16353,112
23114,109
31724,199
37240,123
45476,25
37440,260
41395,234
21685,77
8286,109
42734,208
45632,206
30465,15
30955,32
34117,187
16287,195
33794,206
24576,193
10947,195
31012,136
36557,89
34492,8
10737,195
9979,165
25984,22
41801,187
20398,31
11868,55
27186,78
9870,167
18975,48
5454,187
44241,25
20065,21
12038,136
6958,165
31409,71
14747,47
35679,206
21901,122
38421,72
33100,165
27367,115
23064,131
3474,252
26388,165
19096,21
22403,25
38552,8
22533,81
24769,141
37768,191
27262,121
2410,227
40939,115
21895,258
3749,81
13835,22
40295,100
531,76
12961,29
25570,187
5414,48
23689,76
17382,36
15791,173
35785,187
29593,177
40451,141
27023,100
38907,136
42758,209
15919,22
3293,136
45016,89
6382,0
10655,245
17793,180
6647,100
13178,245
31914,100
38751,201
27093,194
10403,245
2522,63
12419,21
45922,106
36458,206
16939,245
8414,115
10926,259
29692,141
36126,254
40520,100
41391,141
20417,22
36656,165
25735,187
17418,109
37293,260
8471,73
39196,141
36072,187
19155,180
8070,165
9780,112
43750,133
16631,191
45034,25
974,236
24568,131
22277,15
19401,165
215,216
44171,112
34610,227
19728,74
671,197
27556,241
39637,136
44369,63
1766,258
4823,15
31362,25
8073,242
29938,136
44892,141
17326,258
13647,15
20701,48
24988,120
35014,165
18671,45
37256,194
25829,241
11905,176
5007,245
27836,15
33751,53
37534,260
3892,15
4769,32
19851,114
29174,193
39682,187
19452,165
13185,245
11858,259
19267,8
6863,125
28077,21
33706,136
14400,115
41354,141
15027,142
23861,136
32443,109
38125,124
37484,260
3985,22
39383,245
20897,199
9047,7
10277,227
5779,9
41572,264
11561,55
5276,21
9600,81
21809,195
36696,151
7730,180
26913,245
14788,47
14850,62
3658,147
20115,187
26584,15
46023,89
19015,115
43313,21
12746,187
12619,187
21001,260
5531,254
15334,22
45956,22
20671,192
12628,187
19446,21
45838,22
9045,245
36743,187
6908,252
9296,93
20569,187
32343,161
14987,89
41604,71
5449,187
20783,216
20566,216
24277,182
25540,78
18371,125
23744,131
24551,136
41850,76
13719,242
44309,179
29959,212
19061,21
756,226
10725,216
11223,73
19199,187
5203,226
33069,209
5994,187
5867,187
12992,234
40386,64
3519,131
12191,62
18280,48
43236,190
40328,89
29610,49
5320,21
31875,11
8982,165
1126,254
27001,187
22263,15
6356,81
6612,187
44143,25
8935,76
31406,242
43283,197
42816,209
26811,39
20004,89
23121,109
17607,8
15375,49
27855,241
26097,165
40614,100
13898,254
21042,195
41914,148
43197,136
45312,199
19291,77
6606,187
23201,38
36180,136
34002,264
41588,82
22968,191
27333,136
27356,63
17832,44
43069,63
10019,191
19993,187
17919,249
9493,76
166,78
32243,223
38409,187
12506,187
13094,264
21808,195
4426,125
33772,131
7678,187
22199,62
30900,25
20153,31
11780,114
1811,36
32214,206
21002,120
25545,48
24904,136
40085,48
296,81
32488,187
35082,22
1294,61
17594,174
28545,260
32832,76
28238,187
33782,206
3349,63
5275,209
38356,136
22886,155
13654,252
40469,11
38697,76
12069,190
3201,120
12895,136
7994,246
10261,55
8323,136
32380,206
7885,64
21461,121
41897,64
34260,195
41242,151
16702,180
1151,78
22970,32
1815,41
12405,190
9567,187
24067,21
33501,161
1711,232
15438,64
27992,258
35840,233
13311,190
5107,21
14060,47
36031,93
16715,136
14212,260
34834,93
29910,136
36840,7
40817,89
12228,21
26727,9
16502,99
25762,112
16034,61
33456,76
41134,234
44331,190
37956,8
6375,187
38401,141
1225,260
21848,245
35294,141
22746,15
26273,213
12028,136
9170,210
31348,136
11933,187
19699,197
36247,78
34641,195
14766,47
1304,194
3726,245
18636,49
25988,22
7191,187
29045,133
17876,209
5253,8
43187,136
22180,8
19546,195
40915,78
44549,25
28243,195
11152,165
15311,55
24207,34
39690,234
15281,192
27620,77
23522,194
13098,221
15642,122
18772,21
28659,209
38205,191
42526,112
37776,89
34322,245
20845,21
11286,213
3534,81
31704,189
37326,255
39234,115
3504,36
44978,25
8769,187
1065,81
37074,255
37316,64
36956,255
41229,78
18257,61
18310,65
24195,55
30664,43
31562,25
11612,33
22372,25
27301,187
38062,212
13969,187
16601,99
25607,41
12627,136
40016,6
41950,187
6085,216
18619,199
24841,115
28605,197
36232,206
22200,200
38363,245
23084,25
34397,53
6588,245
16634,191
16724,61
4200,81
18641,45
18694,49
39166,260
20354,241
9840,76
15483,192
18998,99
9727,136
45157,241
792,165
40182,115
24515,255
15132,187
9754,167
32278,161
39089,240
15344,49
45544,25
4835,151
23011,42
27360,115
1176,122
8725,8
13546,236
17174,100
36204,190
24387,70
15516,64
29477,187
25456,81
43605,21
26454,141
24764,112
18303,142
8383,5
25043,187
7844,187
16765,76
11900,180
34000,64
37592,194
4218,81
10874,10
33949,25
27190,21
4905,7
17078,226
25418,100
7064,36
15572,61
43869,162
13189,245
32091,200
21979,195
32485,8
4004,64
38384,76
39349,115
9562,187
5621,245
27445,122
30420,89
31777,89
39231,115
20489,195
17072,245
39966,165
43167,98
44329,261
9582,41
45538,241
11974,147
27933,70
30078,76
3581,125
16036,49
37714,241
44921,76
2859,151
3871,22
13639,48
31425,193
41585,179
36737,187
41873,22
40174,21
8103,81
23550,100
29032,208
35775,245
39111,29
15405,192
42050,206
44087,25
3111,195
15603,251
24814,221
17341,252
1663,8
6845,29
25245,125
26204,254
14620,22
22452,139
23809,15
45191,25
3105,136
12926,234
15240,187
30607,251
40414,64
24553,131
22699,182
45114,201
39512,206
31304,136
19432,187
44910,201
25838,241
18968,61
10353,137
39288,29
23918,254
40835,141
1486,260
30202,71
20074,64
35165,89
13498,47
4062,122
43719,64
20325,209
5794,245
18327,61
7190,78
45449,151
26127,125
35690,187
27611,63
4392,187
38547,8
30187,71
3655,142
4825,139
34841,93
5286,8
18084,165
14358,44
20248,187
43176,254
9681,89
5712,180
27649,64
27250,183
21477,165
16640,15
14371,0
28414,195
886,15
18658,197
21723,34
15219,245
17347,25
11191,42
42424,71
21183,100
6466,8
5464,187
7049,31
35975,93
8084,81
22597,8
40496,11
35917,206
12385,187
5744,161
11367,115
11441,245
2077,195
33619,32
41883,8
23622,165
15261,187
24885,15
18912,21
34165,245
15143,187
23961,133
2194,48
38672,64
17764,226
29493,242
13571,187
267,209
17720,8
27599,227
33078,209
8768,114
15015,210
20190,139
4760,109
21143,15
4338,41
35940,245
18238,89
13865,236
12380,190
27870,245
29093,38
17631,112
38714,8
2863,125
7080,29
4111,7
12086,210
34248,187
35199,31
19723,74
30192,191
40859,78
40985,191
2620,245
26060,191
21169,195
34058,55
2387,10
33251,251
33569,194
5244,81
43120,122
11383,33
22090,151
43927,187
33404,241
11272,76
19276,77
21255,187
20614,65
36783,181
11770,9
20334,236
36112,22
43864,248
5367,187
26058,29
16731,61
10522,78
15073,89
12524,187
43688,53
31744,199
44979,25
19798,168
33050,141
18397,208
17371,122
26865,8
45558,141
33762,136
36502,208
7585,232
28356,195
39206,206
45059,25
7923,7
13458,187
11057,191
1994,187
7457,7
12205,190
1876,187
32847,173
19088,197
33548,192
13856,89
38279,187
34553,135
10701,241
11849,125
35043,242
31273,254
18571,174
35015,136
43482,76
34269,187
23297,121
4277,252
27888,195
29957,167
21949,245
21792,176
28411,241
627,195
30042,49
11963,195
45077,25
10695,245
5353,78
7722,81
37092,8
14244,5
26544,163
33486,89
27495,7
36466,81
38445,187
20735,187
16380,47
38972,34
39673,155
6426,100
30018,89
8176,180
5818,115
18208,23
9683,21
18390,259
40537,11
6559,81
15782,62
43643,71
45982,22
14328,76
8677,33
2374,209
45848,22
3227,99
19082,197
26420,131
4996,81
23220,74
45506,25
19547,8
30364,89
35175,232
33071,209
142,81
42831,141
28826,187
37940,121
11296,15
29665,136
21168,15
28807,177
40636,141
43964,64
10613,242
40541,8
32333,206
15173,49
43394,21
18621,21
32764,206
40317,89
913,48
2837,76
6680,8
3127,63
29903,25
5369,216
37341,255
37108,158
29414,254
43674,127
8784,187
45561,187
19157,165
18012,109
28692,100
37089,255
17869,76
24471,191
30918,136
19364,208
9454,187
39361,115
33040,245
12139,21
10820,191
14592,168
1607,8
27316,187
40663,89
34672,81
38575,187
29166,241
15242,62
34959,22
10483,199
6616,187
35927,93
34259,187
19377,180
15495,89
24875,32
33784,25
20119,142
7139,41
45044,201
13723,190
27382,63
44617,25
12874,136
16809,45
44896,64
9766,232
15294,245
6670,82
27861,195
33898,187
9874,73
5073,81
1211,22
11807,33
41892,64
14539,165
18665,21
24661,194
36869,147
7566,187
30247,191
7432,187
29297,251
9640,141
21132,187
36542,49
42077,55
28627,195
9109,71
45166,241
37951,8
39834,187
20434,194
10063,67
32737,241
15316,47
40960,34
16998,187
2230,190
29338,114
39876,71
18786,137
4958,29
9563,112
42169,141
20543,2
4877,41
9535,254
26513,15
37340,255
14903,221
17951,208
22672,200
29256,181
6637,187
37222,255
46085,25
28312,195
21414,258
39487,141
3757,136
